0.0299, 1.0130
0.0329, 1.0140
0.1084, 1.0280
0.1411, 1.0264
0.1535, 1.0245
0.2139, 1.0066
0.2151, 1.0061
0.2217, 1.0032
0.2294, 0.9996
0.2688, 0.9776
0.2776, 0.9719
0.2995, 0.9564
0.3150, 0.9444
0.3200, 0.9404
0.3575, 0.9072
0.3674, 0.8977
0.3759, 0.8892
0.4512, 0.8050
0.4738, 0.7765
0.5085, 0.7304
0.5182, 0.7169
0.5292, 0.7016
0.5490, 0.6731
0.5694, 0.6430
0.5779, 0.6301
0.5917, 0.6091
0.6341, 0.5426
0.6359, 0.5397
0.6494, 0.5180
0.6514, 0.5147
0.6811, 0.4661
0.6839, 0.4615
0.7106, 0.4169
0.7185, 0.4037
0.7799, 0.2996
0.7857, 0.2896
0.7866, 0.2880
0.8077, 0.2521
0.8176, 0.2351
0.8298, 0.2143
0.8329, 0.2092
0.8358, 0.2042
0.8376, 0.2011
0.9007, 0.0950
0.9022, 0.0925
0.9303, 0.0462
0.9327, 0.0424
0.9458, 0.0211
0.9615, -0.0040
1.0120, -0.0824
1.0356, -0.1177
1.0592, -0.1518
1.0755, -0.1748
1.0792, -0.1798
1.1306, -0.2476
1.1312, -0.2483
1.1613, -0.2849
1.1614, -0.2850
1.1812, -0.3076
1.2028, -0.3311
1.2121, -0.3407
1.2208, -0.3496
1.2499, -0.3772
1.2744, -0.3984
1.2839, -0.4059
1.2885, -0.4095
1.2894, -0.4103
1.3063, -0.4228
1.3199, -0.4321
1.3273, -0.4369
1.3629, -0.4572
1.4113, -0.4771
1.4283, -0.4819
1.4723, -0.4891
1.4917, -0.4898
1.5266, -0.4871
1.5347, -0.4857
1.5481, -0.4829
1.5512, -0.4821
1.6007, -0.4646
1.6134, -0.4584
1.6214, -0.4542
1.6495, -0.4372
1.6613, -0.4291
1.6639, -0.4273
1.6708, -0.4222
1.6708, -0.4222
1.7279, -0.3727
1.7768, -0.3199
1.7777, -0.3188
1.7936, -0.2996
1.8461, -0.2291
1.8740, -0.1874
1.8813, -0.1760
1.8954, -0.1536
1.9046, -0.1386
1.9242, -0.1056
1.9382, -0.0812
1.9522, -0.0561
1.9951, 0.0242
2.0042, 0.0420
2.0418, 0.1180
2.0520, 0.1394
2.0605, 0.1574
2.0855, 0.2111
2.1025, 0.2488
2.1413, 0.3368
2.1447, 0.3448
2.2122, 0.5056
2.2246, 0.5360
2.2251, 0.5374
2.2721, 0.6547
2.2758, 0.6640
2.2767, 0.6663
2.2808, 0.6766
2.2829, 0.6821
2.3096, 0.7501
2.3228, 0.7840
2.3348, 0.8150
2.3463, 0.8448
2.3618, 0.8849
2.3696, 0.9051
2.3864, 0.9490
2.4140, 1.0213
2.4722, 1.1735
2.4894, 1.2182
2.5047, 1.2580
2.5067, 1.2633
2.5117, 1.2762
2.5310, 1.3261
2.5312, 1.3267
2.5377, 1.3434
2.5585, 1.3968
2.5713, 1.4295
2.5765, 1.4425
2.5903, 1.4775
2.5919, 1.4818
2.6110, 1.5297
2.6265, 1.5685
2.6288, 1.5740
2.6513, 1.6296
2.6670, 1.6678
2.7323, 1.8226
2.7330, 1.8242
2.7374, 1.8344
2.7503, 1.8641
2.7690, 1.9063
2.8017, 1.9785
2.8055, 1.9867
2.8124, 2.0016
2.8366, 2.0528
2.8370, 2.0537
2.8525, 2.0858
2.8555, 2.0919
2.9066, 2.1934
2.9389, 2.2541
2.9412, 2.2583
3.0057, 2.3709
3.0297, 2.4098
3.0642, 2.4631
3.0704, 2.4724
3.0752, 2.4794
3.0785, 2.4842
3.0919, 2.5035
3.1092, 2.5278
3.1208, 2.5434
3.1456, 2.5759
3.1546, 2.5873
3.1789, 2.6168
3.1813, 2.6197
3.1822, 2.6208
3.1854, 2.6245
3.1927, 2.6330
3.2027, 2.6444
3.2248, 2.6685
3.2509, 2.6954
3.2516, 2.6961
3.2876, 2.7304
3.3005, 2.7420
3.3066, 2.7473
3.3193, 2.7581
3.3483, 2.7814
3.3676, 2.7958
3.3743, 2.8007
3.3764, 2.8022
3.3770, 2.8026
3.3849, 2.8082
3.3894, 2.8112
3.4351, 2.8406
3.4437, 2.8457
3.4626, 2.8565
3.4716, 2.8614
3.4740, 2.8627
3.5193, 2.8854
3.5280, 2.8895
3.5585, 2.9030
3.6374, 2.9337
3.6467, 2.9370
3.6714, 2.9456
3.6795, 2.9484
3.6837, 2.9498
3.7033, 2.9564
3.7164, 2.9607
3.7190, 2.9616
3.7193, 2.9617
3.7287, 2.9648
3.7724, 2.9794
3.7755, 2.9804
3.7879, 2.9846
3.8036, 2.9900
3.8056, 2.9907
3.8118, 2.9928
3.8307, 2.9995
3.8357, 3.0013
3.8635, 3.0116
3.8980, 3.0252
3.9356, 3.0412
3.9359, 3.0413
3.9479, 3.0467
3.9549, 3.0499
3.9597, 3.0522
3.9798, 3.0618
3.9896, 3.0667
3.9988, 3.0714
4.0041, 3.0741
4.0378, 3.0925
4.0528, 3.1011
4.1378, 3.1560
4.1465, 3.1622
4.1726, 3.1815
4.1803, 3.1873
4.2075, 3.2087
4.2135, 3.2136
4.2889, 3.2785
4.3283, 3.3152
4.3303, 3.3171
4.3385, 3.3250
4.3563, 3.3422
4.3748, 3.3605
4.3757, 3.3613
4.3856, 3.3713
4.3922, 3.3779
4.4435, 3.4305
4.4624, 3.4503
4.4844, 3.4735
4.4996, 3.4895
4.5877, 3.5833
4.5948, 3.5908
4.6216, 3.6191
4.6237, 3.6213
4.6451, 3.6436
4.6484, 3.6471
4.6678, 3.6672
4.6769, 3.6765
4.6812, 3.6809
4.6831, 3.6828
4.6870, 3.6868
4.6930, 3.6929
4.7152, 3.7152
4.7166, 3.7166
4.7720, 3.7706
4.7756, 3.7740
4.7811, 3.7793
4.7911, 3.7887
4.8204, 3.8157
4.8265, 3.8212
4.9000, 3.8851
4.9026, 3.8872
4.9062, 3.8902
4.9111, 3.8943
4.9235, 3.9044
4.9318, 3.9111
4.9474, 3.9235
4.9925, 3.9581
5.0161, 3.9754
5.0210, 3.9790
5.0541, 4.0025
5.0815, 4.0212
5.0978, 4.0321
5.1098, 4.0400
5.1113, 4.0409
5.1115, 4.0411
5.1351, 4.0562
5.1380, 4.0581
5.1537, 4.0680
5.1626, 4.0735
5.1647, 4.0748
5.2319, 4.1150
5.2378, 4.1184
5.2547, 4.1281
5.2761, 4.1401
5.2888, 4.1472
5.3413, 4.1756
5.3488, 4.1795
5.3994, 4.2055
5.4096, 4.2106
5.4207, 4.2161
5.4397, 4.2253
5.4405, 4.2257
5.4736, 4.2413
5.4747, 4.2418
5.4766, 4.2427
5.4811, 4.2448
5.4876, 4.2477
5.4925, 4.2499
5.5036, 4.2549
5.5104, 4.2579
5.5124, 4.2588
5.5155, 4.2602
5.5489, 4.2743
5.5845, 4.2885
5.5977, 4.2935
5.6581, 4.3143
5.6657, 4.3166
5.6846, 4.3222
5.6847, 4.3222
5.6854, 4.3224
5.7260, 4.3328
5.7374, 4.3353
5.7795, 4.3430
5.8043, 4.3463
5.8064, 4.3465
5.8073, 4.3466
5.8692, 4.3498
5.8934, 4.3491
5.9255, 4.3463
5.9269, 4.3461
5.9563, 4.3415
5.9641, 4.3400
5.9996, 4.3311
6.0503, 4.3132
6.0777, 4.3008
6.0883, 4.2955
6.0971, 4.2909
6.0996, 4.2895
6.1278, 4.2729
6.1708, 4.2435
6.2037, 4.2175
6.2241, 4.1997
6.2659, 4.1597
6.2672, 4.1584
6.2714, 4.1540
6.2809, 4.1440
6.2829, 4.1420
6.2932, 4.1307
6.2944, 4.1294
6.3397, 4.0764
6.4259, 3.9592
6.4755, 3.8823
6.5052, 3.8330
6.5253, 3.7984
6.5278, 3.7940
6.5424, 3.7682
6.5702, 3.7175
6.5706, 3.7167
6.5798, 3.6996
6.6222, 3.6179
6.6231, 3.6160
6.6297, 3.6030
6.6926, 3.4740
6.6926, 3.4739
6.7251, 3.4043
6.7321, 3.3891
6.7658, 3.3150
6.7743, 3.2960
6.8153, 3.2032
6.8266, 3.1773
6.8387, 3.1495
6.8489, 3.1260
6.8561, 3.1092
6.8692, 3.0789
6.8699, 3.0773
6.8709, 3.0749
6.9090, 2.9858
6.9234, 2.9518
6.9338, 2.9274
6.9371, 2.9195
6.9466, 2.8973
6.9770, 2.8254
6.9807, 2.8167
6.9846, 2.8076
7.0095, 2.7490
7.0260, 2.7103
7.0296, 2.7017
7.0474, 2.6604
7.0526, 2.6482
7.0669, 2.6150
7.0801, 2.5846
7.0869, 2.5690
7.1168, 2.5007
7.1182, 2.4976
7.1375, 2.4541
7.1461, 2.4350
7.1561, 2.4129
7.1587, 2.4072
7.1820, 2.3561
7.1971, 2.3237
7.2183, 2.2787
7.2363, 2.2411
7.2598, 2.1934
7.3192, 2.0783
7.3761, 1.9771
7.3932, 1.9487
7.4033, 1.9322
7.4245, 1.8988
7.4328, 1.8862
7.4556, 1.8527
7.4851, 1.8123
7.4906, 1.8050
7.5010, 1.7918
7.5022, 1.7903
7.5073, 1.7840
7.5480, 1.7370
7.5614, 1.7231
7.5674, 1.7170
7.5800, 1.7049
7.5899, 1.6959
7.5955, 1.6909
7.6018, 1.6854
7.6053, 1.6825
7.6104, 1.6783
7.6225, 1.6689
7.6276, 1.6651
7.6603, 1.6436
7.6683, 1.6390
7.6740, 1.6359
7.6884, 1.6289
7.7239, 1.6156
7.7522, 1.6092
7.7693, 1.6072
7.7885, 1.6066
7.8319, 1.6118
7.8722, 1.6249
7.8817, 1.6291
7.9000, 1.6385
8.0046, 1.7233
8.0076, 1.7266
8.0225, 1.7431
8.0367, 1.7599
8.0406, 1.7647
8.0909, 1.8325
8.0962, 1.8404
8.1126, 1.8654
8.1390, 1.9080
8.1405, 1.9106
8.1814, 1.9832
8.2115, 2.0410
8.2393, 2.0978
8.2598, 2.1415
8.2810, 2.1886
8.2953, 2.2212
8.3118, 2.2598
8.3463, 2.3437
8.3473, 2.3460
8.3866, 2.4465
8.4041, 2.4928
8.4200, 2.5359
8.4291, 2.5605
8.4341, 2.5745
8.4422, 2.5967
8.4489, 2.6156
8.5088, 2.7881
8.5121, 2.7978
8.5400, 2.8812
8.5441, 2.8938
8.5494, 2.9100
8.5574, 2.9342
8.5641, 2.9548
8.6108, 3.1006
8.6160, 3.1168
8.6226, 3.1378
8.6360, 3.1804
8.6367, 3.1827
8.6553, 3.2424
8.6740, 3.3032
8.6886, 3.3505
8.7305, 3.4885
8.7663, 3.6074
8.7940, 3.7000
8.7993, 3.7179
8.8600, 3.9219
8.9046, 4.0719
8.9082, 4.0842
8.9137, 4.1026
8.9272, 4.1480
8.9343, 4.1717
8.9454, 4.2091
8.9909, 4.3612
8.9954, 4.3763
9.0331, 4.5011
9.0512, 4.5608
9.0526, 4.5654
9.0682, 4.6166
9.0684, 4.6173
9.1316, 4.8223
9.2140, 5.0833
9.2186, 5.0976
9.2513, 5.1987
9.2619, 5.2312
9.2683, 5.2507
9.2928, 5.3249
9.2942, 5.3290
9.3164, 5.3958
9.3929, 5.6207
9.4132, 5.6793
9.4571, 5.8041
9.4595, 5.8109
9.5046, 5.9369
9.5636, 6.0990
9.6506, 6.3333
9.6714, 6.3889
9.7397, 6.5703
9.7416, 6.5754
9.7430, 6.5790
9.7524, 6.6040
9.8213, 6.7876
9.8249, 6.7971
9.8311, 6.8138
9.8687, 6.9147
9.9111, 7.0298
9.9137, 7.0370
9.9171, 7.0462
9.9390, 7.1064
9.9585, 7.1602
9.9612, 7.1678
10.0187, 7.3293
10.0592, 7.4452
10.0692, 7.4742
10.0781, 7.5001
10.0853, 7.5211
10.0859, 7.5230
10.1029, 7.5729
10.1090, 7.5910
10.1211, 7.6269
10.1412, 7.6870
10.1601, 7.7438
10.1769, 7.7949
10.1922, 7.8419
10.2356, 7.9761
10.2447, 8.0046
10.2528, 8.0300
10.2729, 8.0934
10.2767, 8.1056
10.2840, 8.1287
10.3553, 8.3570
10.3644, 8.3865
10.3755, 8.4226
10.3833, 8.4478
10.3917, 8.4749
10.4014, 8.5062
10.4194, 8.5647
10.4965, 8.8136
10.5111, 8.8603
10.5505, 8.9846
10.6008, 9.1396
10.6018, 9.1425
10.6364, 9.2454
10.6584, 9.3092
10.6710, 9.3448
10.7050, 9.4384
10.7157, 9.4670
10.7225, 9.4850
10.7315, 9.5083
